	Face38.143319	Face32.143355	Face30.143329	Face44.143349	Face17.143354	Face21.143328	Face46.143315	Face13.143318	Face37.143323	Face9.143346	Face10.143341	Face39.143332	Face43.143350	Face18.143342	Face47.143345	Face6.143359	Face26.143322	Face20.143326	Face19.143331	Face8.143357	Face42.143360	Face35.143358	Face12.143333	Face3.143313	Face49.143338	Face14.143311	Face27.143353	Face45.143312	Face23.143337	Face34.143321	Face7.143339	Face24.143324	Face28.143348	Face33.143336	Face15.143344	Face31.143330	Face2.143352	Face11.143343	Face4.143335	Face29.143316	Face50.143317	Face1.143356	Face22.143334	Face25.143320	Face48.143351	Face41.143327	Face36.143314	Face40.143325	Face16.143340
Face38.143319	0.0	0.5879644012	0.489126758658	0.462466686408	0.688454117119	0.662513080972	0.412248868804	0.466744979946	0.55387480373	0.61215684287	0.60110217343	0.50092529963	0.684142183748	0.659106727862	0.692422264644	0.515387001085	0.485105088948	0.375854780555	0.697359078445	0.718412997303	0.676367362429	0.696580894426	0.534095909417	0.589862827732	0.481439975033	0.581979986539	0.465470290289	0.654087526184	0.530425266114	0.572541787052	0.463323404233	0.425431455552	0.55794855815	0.350261971186	0.488380584697	0.569540576619	0.443143324593	0.546655255914	0.553648708354	0.407587139475	0.635051946071	0.646080076209	0.429605575376	0.590339636653	0.454497806422	0.586287174489	0.353540900885	0.478663180984	0.582344314257
Face32.143355	0.5879644012	0.0	0.67407709739	0.616185868053	0.545730421504	0.458342434374	0.48615516697	0.652470689287	0.477026856659	0.761111415575	0.52150058551	0.579169467418	0.468677637692	0.593814344444	0.573398628206	0.574511026304	0.645300294682	0.558696994214	0.580664574269	0.532889987845	0.476587030717	0.677155834052	0.459447825703	0.594959289548	0.548289226034	0.481286589039	0.543248471479	0.507261752042	0.491639227401	0.571843207922	0.490498420519	0.574817564555	0.436166568923	0.61109221156	0.524887730166	0.589630120325	0.509992345351	0.525115009948	0.481646932432	0.599303504752	0.52627949023	0.562885663682	0.551001321577	0.428036731252	0.590102578101	0.611277549958	0.501618816952	0.545645421339	0.609955016523
Face30.143329	0.489126758658	0.67407709739	0.0	0.489521578459	0.770712407023	0.761651187782	0.471442649785	0.383759319115	0.682744867306	0.42222717014	0.779586462358	0.697035386533	0.732950255582	0.787495836568	0.801232311873	0.65394119504	0.4690392525	0.501733459708	0.813020737846	0.771401903928	0.784211643873	0.753660026135	0.678420023188	0.78086549383	0.676935188896	0.74535731792	0.640218507665	0.770527940518	0.651885881248	0.747256747139	0.588014764588	0.599077050625	0.697074506413	0.443421679667	0.648962558018	0.687872830803	0.640734256863	0.668424534464	0.716426951994	0.389697738758	0.774116501583	0.790106397931	0.599140115124	0.664591309362	0.655555337857	0.743346351719	0.578875175316	0.696461508174	0.743367460739
Face44.143349	0.462466686408	0.616185868053	0.489521578459	0.0	0.769637060295	0.6896835611	0.510708192626	0.522980049678	0.629621736436	0.607471301908	0.686381494664	0.607447375907	0.697622496578	0.730375805681	0.735109526699	0.639795184096	0.438172690335	0.3896611052	0.761900564863	0.791496521775	0.718992571911	0.641605220809	0.60093722649	0.704264855641	0.576978571456	0.703906537443	0.587913696337	0.709428949054	0.574116786906	0.687357441034	0.555779406285	0.491488569365	0.594057447043	0.497832232132	0.57015796997	0.648306553763	0.538514442916	0.608447627601	0.641935435161	0.503486671915	0.697540205288	0.702454377276	0.605474651036	0.606142021231	0.610002151	0.659086274045	0.512535426745	0.62638489983	0.676670320879
Face17.143354	0.688454117119	0.545730421504	0.770712407023	0.769637060295	0.0	0.551337861964	0.672071870717	0.757394971066	0.562559936206	0.826295957061	0.641589624311	0.6213114647	0.605778600364	0.53930896151	0.657503631579	0.70317264631	0.770514725591	0.731938769361	0.561016376439	0.368273198897	0.629811261355	0.755634608829	0.599404212049	0.618320890507	0.680239633062	0.494290305495	0.641674850859	0.606749870187	0.664294011517	0.731938742483	0.695472055635	0.706519733482	0.527702251266	0.652669425322	0.657646158063	0.706506487795	0.695765026842	0.628742075439	0.498303580143	0.78975615689	0.566897009078	0.607511106066	0.631412132737	0.572798589583	0.635466375581	0.627118894992	0.655769593628	0.611408164234	0.671420421032
Face21.143328	0.662513080972	0.458342434374	0.761651187782	0.6896835611	0.551337861964	0.0	0.588380425772	0.722092890528	0.505601646874	0.830833829678	0.479157040984	0.570947989021	0.441608045149	0.509540547326	0.515571767742	0.611257885449	0.681516268425	0.590619200769	0.49230862397	0.607571890401	0.438405507484	0.662810559608	0.467155450318	0.503925278585	0.527511513456	0.456836980909	0.600663994236	0.398951255006	0.54049928702	0.625309339068	0.566655581158	0.57121570284	0.396874977975	0.728420027921	0.516531989889	0.577376168245	0.542360370705	0.536148649979	0.581242139449	0.725758194349	0.551254969236	0.572615567588	0.534068401462	0.478238700864	0.586712756853	0.555086108752	0.61846934506	0.603314985019	0.501206230155
Face46.143315	0.412248868804	0.48615516697	0.471442649785	0.510708192626	0.672071870717	0.588380425772	0.0	0.418180330551	0.545611228288	0.628584812367	0.572387276158	0.552166451856	0.584591949895	0.645036649147	0.684865528495	0.493688457791	0.514581238731	0.416476028231	0.67552416467	0.732455380607	0.60027557688	0.683889154249	0.582406434695	0.584146514703	0.493163257215	0.564142606778	0.425834404478	0.631229396317	0.460057673986	0.556182307964	0.347454043432	0.399838978546	0.561460390905	0.512707904043	0.488834550344	0.376138308073	0.426510699391	0.527985434504	0.529467793997	0.449747256852	0.606274770535	0.604680603613	0.379901775041	0.458291564111	0.497696042894	0.568041245987	0.359655658746	0.550170564722	0.567205101191
Face13.143318	0.466744979946	0.652470689287	0.383759319115	0.522980049678	0.757394971066	0.722092890528	0.418180330551	0.0	0.698531667843	0.48470333676	0.737399426116	0.655417717049	0.714559643959	0.75870163677	0.757141156122	0.603686858523	0.507456277196	0.52617845662	0.775508453767	0.820717916448	0.739902914	0.720772785084	0.651702535138	0.734582850469	0.663941066975	0.716222684602	0.651730814809	0.74220655733	0.594478638349	0.681017430143	0.542710161902	0.583533048843	0.694653567873	0.521538263831	0.646265148639	0.624618800388	0.594010962458	0.628889040357	0.67018387842	0.425800725571	0.735115221082	0.730804888793	0.596445783279	0.607263319768	0.586607582255	0.664400174318	0.588962746221	0.695825386734	0.698945636966
Face37.143323	0.55387480373	0.477026856659	0.682744867306	0.629621736436	0.562559936206	0.505601646874	0.545611228288	0.698531667843	0.0	0.782431187618	0.441810291383	0.504204020676	0.572994659565	0.519347799648	0.574809475356	0.562550189435	0.667832900956	0.521257809506	0.543267151138	0.553572411904	0.489745031948	0.711314316247	0.464956077225	0.520084328383	0.483838660169	0.439820886066	0.425876669765	0.511810697158	0.529180270613	0.635544136424	0.539687069685	0.51313316347	0.348554337986	0.611913298448	0.47979968772	0.59439518576	0.53937287987	0.52130897789	0.470619003301	0.671827460042	0.499180981611	0.556911183226	0.491267106328	0.53045678678	0.487504127538	0.490162525944	0.51858791971	0.498542416712	0.525201599754
Face9.143346	0.61215684287	0.761111415575	0.42222717014	0.607471301908	0.826295957061	0.830833829678	0.628584812367	0.48470333676	0.782431187618	0.0	0.831903622037	0.760382550946	0.800408915831	0.829492949646	0.84702821037	0.667586647686	0.587329796216	0.649391526512	0.845213180052	0.831379787421	0.832609718352	0.791971520149	0.744651539346	0.829682332342	0.754797246903	0.800284918156	0.735159475899	0.837759646236	0.753171398182	0.783765861093	0.662155204554	0.682978298052	0.75948559319	0.544913066184	0.751135058317	0.755109706845	0.703887360179	0.748522124482	0.782317126658	0.470112014847	0.827584978367	0.828160109471	0.674182172581	0.747828598413	0.737334592547	0.799064537135	0.679706457432	0.785318489242	0.811856968687
Face10.143341	0.60110217343	0.52150058551	0.779586462358	0.686381494664	0.641589624311	0.479157040984	0.572387276158	0.737399426116	0.441810291383	0.831903622037	0.0	0.519517687836	0.540396389325	0.530336223273	0.524250363037	0.546346279399	0.723756008279	0.584745434031	0.535683143971	0.664504152078	0.422774812805	0.698437507692	0.544875760996	0.430116012943	0.501347837021	0.490769991427	0.498522149492	0.448295980153	0.528124628002	0.49652094023	0.587124698606	0.522046882723	0.456156459606	0.716311494757	0.485742021599	0.493431152307	0.53029291212	0.572018129383	0.521639926476	0.733374932156	0.568441985108	0.462343040985	0.585191140411	0.573079698907	0.581921964211	0.552002109154	0.535142240099	0.514630997369	0.467728339402
Face39.143332	0.50092529963	0.579169467418	0.697035386533	0.607447375907	0.6213114647	0.570947989021	0.552166451856	0.655417717049	0.504204020676	0.760382550946	0.519517687836	0.0	0.633115548981	0.480322864153	0.60187764327	0.530652376973	0.65641328804	0.476455732979	0.570950774774	0.674024521853	0.547419177112	0.671070608827	0.608452239544	0.58009091382	0.457561565332	0.605125531595	0.480618195218	0.556879985715	0.484275851123	0.574298577043	0.572708396359	0.534462130849	0.578494849367	0.577570908185	0.488236593626	0.570197258838	0.489515987517	0.467764624238	0.422093681982	0.656352431144	0.459696358326	0.593804345241	0.459701189495	0.578710458374	0.321404961857	0.481702654584	0.587222335948	0.417559276889	0.433866909804
